sentence_1,sentence_2,label,tense_sentence_1-tense_sentence_2,aspect_sentence_1-aspect_sentence_2
John exits London,John will visit London,0,present simple - future simple,progressive - progressive
John exits London,John visits London,0,present simple - present simple,progressive - progressive
John exits London,John visited London,0,present simple - past simple,progressive - perfect
John exited London,John is visiting London,0,past simple - present progressive,perfect - progressive
John exited London,John was visiting London,0,past simple - past progressive,perfect - progressive
John exited London,John has visited London,0,past simple - present perfect,perfect - perfect
John exited London,John had visited London,0,past simple - past perfect,perfect - perfect
John exited London,John will visit London,0,past simple - future simple,perfect - progressive
John exited London,John visits London,0,past simple - present simple,perfect - progressive
John exited London,John visited London,0,past simple - past simple,perfect - perfect
George is acquiring the house,George has owned the house,0,present progressive - present perfect,progressive - perfect
George is acquiring the house,George had owned the house,0,present progressive - past perfect,progressive - perfect
George is acquiring the house,George will own the house,1,present progressive - future simple,progressive - progressive
George is acquiring the house,George owns the house,0,present progressive - present simple,progressive - progressive
George is acquiring the house,George owned the house,0,present progressive - past simple,progressive - perfect
George was acquiring the house,George has owned the house,0,past progressive - present perfect,progressive - perfect
George was acquiring the house,George had owned the house,0,past progressive - past perfect,progressive - perfect
George was acquiring the house,George will own the house,0,past progressive - future simple,progressive - progressive
George was acquiring the house,George owns the house,0,past progressive - present simple,progressive - progressive
George was acquiring the house,George owned the house,0,past progressive - past simple,progressive - perfect
George has acquired the house,George has owned the house,0,present perfect - present perfect,perfect - perfect
George has acquired the house,George had owned the house,0,present perfect - past perfect,perfect - perfect
George has acquired the house,George will own the house,1,present perfect - future simple,perfect - progressive
George has acquired the house,George owns the house,1,present perfect - present simple,perfect - progressive
George has acquired the house,George owned the house,0,present perfect - past simple,perfect - perfect
George had acquired the house,George has owned the house,1,past perfect - present perfect,perfect - perfect
George had acquired the house,George had owned the house,1,past perfect - past perfect,perfect - perfect
George had acquired the house,George will own the house,0,past perfect - future simple,perfect - progressive
George had acquired the house,George owns the house,0,past perfect - present simple,perfect - progressive
George had acquired the house,George owned the house,1,past perfect - past simple,perfect - perfect
George will acquire the house,George has owned the house,0,future simple - present perfect,progressive - perfect
George will acquire the house,George had owned the house,0,future simple - past perfect,progressive - perfect
George will acquire the house,George will own the house,1,future simple - future simple,progressive - progressive
George will acquire the house,George owns the house,0,future simple - present simple,progressive - progressive
George will acquire the house,George owned the house,0,future simple - past simple,progressive - perfect
George acquires the house,George has owned the house,0,present simple - present perfect,progressive - perfect
George acquires the house,George had owned the house,0,present simple - past perfect,progressive - perfect
George acquires the house,George will own the house,1,present simple - future simple,progressive - progressive
George acquires the house,George owns the house,1,present simple - present simple,progressive - progressive
George acquires the house,George owned the house,0,present simple - past simple,progressive - perfect
George acquired the house,George has owned the house,1,past simple - present perfect,perfect - perfect
